"","participant_id","completionRate","T2_sec_mean_scenario_rt_across_sessions_winsor","T3_min_time_spent_lemon_winsor","T3_2_min_time_spent_imagine_winsor","T4_min_mean_assessment_time_anxiety_identity_winsor","T4_min_mean_assessment_time_anxiety_triggers_winsor","T4_min_mean_assessment_time_comorbid_winsor","T4_min_mean_assessment_time_credibility_winsor","T4_min_mean_assessment_time_dass21_as_winsor","T4_min_mean_assessment_time_demographics_winsor","T4_min_mean_assessment_time_mechanisms_winsor","T4_min_mean_assessment_time_mental_health_history_winsor","T4_min_mean_assessment_time_oa_winsor","T4_min_mean_assessment_time_preaffect_winsor","T4_min_mean_assessment_time_rr_winsor","T4_min_mean_assessment_time_technology_use_winsor","T4_min_mean_assessment_time_wellness_winsor"
"1",161,1.22454968698342,0.380529483736115,0.918820874378893,0.678462310013595,1.32710621435613,2.69743070235923,0.940997322062164,1.60867939291682,1.41361482572491,1.35831943916663,1.41092336627582,1.31984794523591,2.20133785282626,1.96197294145671,0.877405439138678,0.736827146491022,1.55658298787754
"2",167,-0.829050353760405,0.154957607580106,0.298645494675454,0.10552269857405,-0.777135461662689,-0.615667018069123,1.29638569072812,0.212736663004532,-1.05023660381587,-0.801285177518418,-0.0947497393246589,-1.22671029169729,-1.23793694250467,-0.00870501274494222,-0.258023921432094,-1.08673774868739,-0.726191536417071
"3",168,1.22454968698342,0.556641939127157,-0.290853981633508,0.636452679483384,1.01487830699465,-1.25794908077414,-0.140743070933761,1.95225124773837,0.0382869185293508,1.75927786634134,-2.56891641128053,0.359602486197864,0.542978756121725,-0.666307700352871,-1.80198800901054,-0.416331789777818,-1.64204976802484
"4",171,-0.654275882207739,0.416755686135341,0.904331893493305,0.219725593409846,0.931033523929236,2.63938213119402,1.94608102504435,1.24154500321456,3.01881236490379,1.38204319730321,1.81772067544026,1.11688523936893,0.952119904157703,0.330859693638469,0.934367256690334,3.06578231971991,1.50338194157062
"5",173,-0.829050353760405,0.252225149312365,0.0402752216124623,0.874730161818753,-0.812650674505854,1.81827284918366,0.34874779902522,-0.35921432998038,0.320527245300293,1.99925880291104,1.77619635335994,0.291584585572562,-0.148596173867067,-0.0334811745330947,1.16083401941843,0.296537464237507,-0.543670767692917
"6",176,-1.13490567897757,-2.92153968891874,-0.385383781419667,-0.16639760129491,-1.25017611841076,-1.28748343472282,-1.70606446423916,-1.30108688689804,-0.687824469986535,-0.780459958656371,-1.09322133344796,-0.118785324940819,-1.35884318795418,-1.45027977917232,-1.1939657080153,0.261879893127712,-1.2287409975264
"7",177,-1.13490567897757,0.232894356050593,0.322562353837242,0.268460804216661,0.202829269244169,1.71787582261538,0.86820155227248,1.44977481512007,-0.225361584711866,0.553739618533342,0.267774009140865,-0.299812144272122,0.149366823027685,0.481591968604864,-0.044704610482655,0.162177757562347,0.239373049817983
"8",178,-0.654275882207739,0.189489026915688,-0.0455793758293904,0.0413160733891463,-0.897988668809039,-1.04039382074126,-0.362130961079253,-1.43182860100332,-0.357291905500183,-0.73423996613112,-0.0653765988302984,-0.780252232706154,-1.26069095516692,-1.40102418323258,-0.480694424464644,1.86520342304267,-1.08147113391434
"9",181,1.22454968698342,0.441404112965717,0.437773688439577,-0.0323940457694055,-1.28369491797427,-0.752488699616585,-0.86658249199831,-0.0287967224947683,-1.02826777615959,0.356459378651859,-0.393533216923656,-1.07990948161432,-0.174139193113736,-0.131340010707828,-0.517851219680995,-0.567705620757446,-0.965590999071123
"10",182,1.22454968698342,0.316202629874671,0.245999827875311,-0.0993336315637478,-0.785956858045021,-1.21243212358001,-1.30041032605381,0.285725257515442,-1.23377575896793,-0.952234659245879,-0.994371431767753,-0.325081317902066,-0.983180584076764,-1.26758663499551,-1.32028021103251,-0.890245153091547,-1.63195019098573
"11",185,1.22454968698342,0.393725556932601,0.120940769233653,0.235594731900382,-0.149908437121456,-0.262741663522444,-0.00172761750335066,1.38564385334882,2.71992684122511,1.1773452809139,0.19344438500357,1.681291531593,-0.603935495945678,0.168120599592187,0.066328941736673,-1.00393371229607,0.34643842436397
"12",187,-0.0425652317734076,0.30513452977828,0.236208281560725,0.418693890873475,-0.812650674505854,-0.177156376183672,0.136044663235812,0.229580348306571,0.227747662760662,0.0951988437396029,0.150542960891841,-0.284797782013186,0.00157407308455993,-0.532091502312343,0.631204307500006,-0.0501334535769714,0.219255127918227
"13",188,-0.0425652317734076,0.23046820924794,-0.499419890719287,0.138241589714297,-0.211354830633802,-0.0701516399632865,0.346843206831672,-0.0642836340951055,-0.579184759592481,-0.691373443881142,-0.158085548237453,-0.278159622882405,-0.668143673130755,0.0157744214066506,-1.1418710994189,-0.519400466551139,-0.85170652953952
"14",189,1.22454968698342,0.256483233736622,-0.260620801661554,-0.0331037487479687,-1.00006741280869,-0.889348039462459,-0.185339924865857,-1.34054733166563,-0.983593866743976,-1.50498394140132,-0.573007865157224,-0.364438258986609,-0.523630599948759,-0.770853638768939,-0.86447212917297,-1.23546093277878,-0.34858903347453
"15",193,-1.13490567897757,0.205559302879619,-0.180493405364182,0.0740866501815548,1.19440933022709,-1.01807862038933,-1.58553436419187,0.21031248176555,-0.523375904660829,1.98251476528456,-0.435360601965555,-1.12936012637157,1.00794091497915,-0.401168637413603,0.638436357793241,0.513869782353466,-0.0801360176009655
"16",196,-1.13490567897757,-2.92153968891874,1.39818797696534,0.00454637207281444,0.58698997856011,-0.533391529609487,1.0944649122423,1.25572064411065,-0.0029191794199945,0.260023237907721,2.44415846698803,0.640133895305251,-1.29216847936407,0.145409162368487,0.228534748733413,-0.901382142356925,-0.969360671332852
"17",199,1.22454968698342,0.20683075579667,-0.561486664868345,0.102446417947656,-0.97084129485256,-1.51749245797945,-1.18185269731653,-1.3730027390276,-0.859523492116813,-1.38600645854979,-0.882066099397712,-1.87107254273245,-1.50916056271145,-1.17837938763417,-1.37202717375183,-1.66689626436793,-1.2035289038114
"18",205,-1.13490567897757,0.303521025818719,-0.312269275436075,-0.139657118445269,-0.824626871511309,-0.639833134434434,-0.907615180934479,-1.09322622157007,-0.819160368899421,-0.325184578129775,-0.561793805108201,-1.01024667029315,0.635758736054664,-1.23741622272439,-0.609198038985307,-1.13532706901549,-0.876931847803921
"19",207,-1.13490567897757,-2.92153968891874,-1.62157835733856,-1.8321634872659,-2.1429382494406,-1.70866222952936,-0.939654223523764,-1.84426208685187,0.753184238690877,-1.82447493962835,-2.078584289967,-0.112659309433995,-0.838906040781965,-2.2356466206109,-1.41894094710179,-1.84003165027235,-1.75884946239015
"20",208,1.22454968698342,0.326150568599412,0.495125332065,0.486177327018423,1.04288939945387,1.16317674169998,0.728022494807429,0.848945991119081,-0.277449380220813,-0.875598585222798,0.638840432025713,0.81125262683582,-0.272760150805775,2.27616368049226,-0.311482753632375,-0.122429613699789,0.56793773180154
"21",211,-0.829050353760405,0.344637171042314,0.955087403163983,0.304099039705409,-0.20690431542098,-0.347067487994337,0.584505392733099,0.740704265853001,-0.190626709497675,0.626368429696188,0.761632515314788,0.626281944373609,-0.293660871276332,-0.327898845798977,0.306005051529083,-0.577480686452734,0.545170004778
"22",214,1.22454968698342,0.691115388692041,-0.0744109211210844,0.252994940218316,-2.38485423589481,-2.62934163295579,-2.26149710189937,-1.84426208685187,-0.446972639492656,-1.38932691238502,-2.57034179287599,-1.13186402687373,-2.43100064203888,-1.39292909019296,-2.55318166706967,-0.291064458280746,-2.25410850532634
"23",215,-0.829050353760405,0.222273180653786,-0.208333446822464,0.189806732247499,0.128672768138079,0.246375979304678,-0.759415628042223,-0.803552715822476,-0.501417314257932,-0.444287446233158,0.451904953127503,-0.350663624324804,0.101766267363929,0.761783796662973,1.68312743810085,0.410874138661697,0.0636605302364895
"24",216,-0.654275882207739,0.161577350566676,-0.227539514404643,-0.0946639754377407,-1.22083401985891,-1.27477047988543,-0.362130961079253,-1.70867021963835,-1.2159486396495,-2.13370738587801,-1.32262615705861,-1.19546935690624,-1.35884318795418,-0.431228125045808,-0.809190369598269,-0.992327246391494,-1.01124185387296
"25",224,-0.0425652317734076,0.135503099818064,1.3453605199708,0.119235471185021,-1.26500587212883,-0.838144948791195,-1.58973822413892,-0.514939356051504,-1.45565717510022,-1.59003829830967,-1.50884613806364,-1.40753500828354,-0.8358605368506,-0.785806216940749,-0.469625821686719,-1.95686023287785,-1.16211592388737
"26",225,0.132209239779259,0.183698734957023,0.0488904973078182,-0.094845458793497,-0.818630043989652,-1.31316332566204,-2.10283006464179,-0.138307410399752,-1.06962880955129,-0.446548538862367,-1.75408235159057,-0.385274086420436,-0.284861214395542,-1.46278139808818,-1.50964812242519,-1.01559479706485,-1.71141237286658
"27",226,-1.13490567897757,-2.92153968891874,0.0523473996158459,-1.8321634872659,1.63738866860783,0.0290831750250183,1.74164803187926,0.973346962713342,0.507220464597671,0.512780930976187,0.477350194604681,-0.0126620235358793,0.715427130356558,-0.638191599256455,1.0078863213118,0.563805496162174,0.76591459757421
"28",228,-0.610582264319572,0.335088727849839,-0.106679795673965,-0.0743233437855842,0.403878169977458,0.229012353982958,-0.563747710716133,1.11979025767329,0.000615914560857904,-0.242626900326603,-0.192171379321846,-0.0010393850347255,0.060330763436175,0.653380435404102,-1.45512642084698,0.920053260376412,0.0322062798505268
"29",230,-1.13490567897757,-2.92153968891874,-0.357729875287129,-4.21150173656071,-1.06654285796552,-1.93865813040406,-0.665383113705582,-1.55813705349937,-2.17985096917349,-1.84839859068085,-1.85454499510083,-1.56825178804476,-0.957481957934838,-0.285165408066882,-1.22971109455129,-0.980774890081538,-1.78025219183676
"30",231,-1.13490567897757,0.348958279707767,0.401151899121055,0.538232323673682,-1.05307453451079,-1.11669795865896,-1.26331486526083,-1.53932297525496,-1.07798886455367,-1.40265387335463,-1.31687512586253,-0.705549846070985,-1.57028574743618,-1.45027977917232,-1.52759792328664,-1.62170396120893,-1.55515301438203
"31",232,1.22454968698342,0.339329573665868,-0.139984441457461,0.144002044396734,-1.480580405819,0.301286064156825,-1.29294606389788,-0.351710559513501,-1.1777798098675,-0.403940296437911,-0.983247773250958,0.344952165383981,-1.23640467445658,-0.843645009828161,-1.01216674951671,-1.14762474160248,-1.18272880276394
"32",234,-1.13490567897757,0.178342391452959,0.0386986689474685,0.359044939151109,-0.402663034306076,-0.457243496195031,0.570635602579369,-0.985249451642444,0.887857446513341,-1.01988459876664,0.168095991725529,-0.44907381213036,0.108026826513469,1.00065548031854,-0.508816941724032,-0.901382142356925,0.279086334884847
"33",239,-1.13490567897757,-2.92153968891874,-0.044820883149187,0.016100303026977,0.143719809554529,-0.262741663522444,-0.631032984713684,-0.0287967224947683,-0.133849511640039,-0.255148568978586,-0.784230915770725,0.0575208152556918,-0.221262423599819,-0.371544809892996,-0.0496055122137615,-0.781544570249441,-0.709290534379018
"34",240,-0.610582264319572,0.326763108557761,0.343728138845684,1.11036670411265,2.868062522145,1.34105810765474,1.54902940483848,-0.726412281201302,3.01881236490379,0.0988236112623589,-0.17165623427693,1.1050496131952,1.48667583799156,1.73458078520468,2.63749191434919,-0.122429613699789,0.844141096616275
"35",242,1.22454968698342,0.411028068889975,0.471071828933235,0.394215268980361,0.100158955722513,-0.429785802302273,0.185389530411217,1.10282075229107,-0.538869598701578,0.177242219905274,-0.0156957762816391,-0.0657891622666434,0.028155359128443,1.00315885885662,0.340904187759046,1.60736921176454,0.640057107402145
"36",244,-0.654275882207739,0.395329481601547,-0.076010483571463,0.312694511325804,0.436636631005329,0.0204660029813535,2.11632141209884,0.473016867532881,0.417202947805209,0.877415400861749,1.19367326070118,-0.170030805615843,0.809463797275204,0.59465350490083,0.380547238316297,0.882303168857447,0.55682435757383
"37",247,-0.829050353760405,0.444734410712133,0.447576522343502,0.113293574514302,0.329915901408945,-0.181946064328604,0.0536721059500139,0.0366221997464902,1.3626480862898,1.02824681740791,-0.107932105157448,0.76479153816015,0.858271438118415,-2.2356466206109,1.63471788845324,0.793794619532845,0.749943453076017
"38",249,1.22454968698342,0.574556183307371,-0.619361126918439,0.535288573416602,-0.957984213951289,-1.1880497783436,0.364877198610625,0.410076301274608,-1.96183433334768,-1.17319419115043,-0.0133202383853374,-0.588680777892798,-1.72937418220561,1.00315885885663,-0.359606912708214,-0.901382142356925,-1.12043082594376
"39",255,1.22454968698342,0.3439162595667,0.555904720038894,0.640458227699672,0.182701685775428,1.63268399881699,1.40998845260751,1.06945383754698,-0.191584684585579,-0.0332545675299967,0.817562180536602,1.12697633421891,0.543478855362594,1.22351420739664,0.35056478858631,0.456462366844374,1.15937156486564
"40",258,-0.829050353760405,0.278078720333457,0.258080712422624,0.12386989673989,-0.0776848565151357,-0.00561876333051055,-0.377457305682864,0.72120729846916,0.873268299614272,0.111468267994136,0.205651315388173,-0.260013982434394,-0.24756500934819,0.341261794057132,-0.127613555173121,-0.0343501139720319,-0.174154595894919
"41",261,-1.13490567897757,0.363198167825305,-0.306414817203155,-0.00499960833905275,1.14896694637698,-0.60967246874189,0.0103279924602335,-0.0823976304572769,0.286357184767214,-1.16105478624623,-0.0947497393246589,-0.489055911803619,-0.714094184538217,-0.671977629982594,-0.0512411947825568,-0.398044061456857,0.406700148529411
